penicillin,batch_id,time
3.5358,38224.0,48.4
3.5755,37912.0,48.6
3.6156,38102.0,48.8
3.6558,38792.0,49.0
3.6963,38984.0,49.2
3.7379,39181.0,49.4
3.7801,38381.0,49.6
3.8224,38582.0,49.8
3.8647,39783.0,50.0
3.9012,39961.0,50.2
3.9376,39639.0,50.4
3.9737,40316.0,50.6
4.0097,39493.0,50.8
4.0456,39668.0,51.0
4.0816,39844.0,51.2
4.1175,41020.0,51.4
4.1534,41196.0,51.6
4.1889,41369.0,51.8
4.2246,41544.0,52.0
4.2597,41716.0,52.2
4.2948,41888.0,52.4
4.33,42060.0,52.6
4.365,41232.0,52.8
4.3998,41902.0,53.0
4.4352,42075.0,53.2
4.4704,42747.0,53.4
4.5057,42920.0,53.6
4.541,43093.0,53.8
4.5765,42267.0,54.0
4.612,43440.0,54.2
4.6477,43115.0,54.4
4.6833,43789.0,54.6
4.7184,43961.0,54.8
4.7535,43133.0,55.0
4.7886,43805.0,55.2
4.8234,43975.0,55.4
4.8581,44645.0,55.6
4.8927,44314.0,55.8
4.9274,43984.0,56.0
4.9625,45156.0,56.2
4.9979,45329.0,56.4
5.0333,44502.0,56.6
5.0688,45676.0,56.8
5.1046,45852.0,57.0
5.1401,45525.0,57.2
5.1754,45698.0,57.4
5.2105,45370.0,57.6
5.2459,46043.0,57.8
5.2815,45717.0,58.0
5.3168,46890.0,58.2
5.3521,46563.0,58.4
5.3873,46235.0,58.6
5.4224,46407.0,58.8
5.4574,46578.0,59.0
5.4925,47250.0,59.2
5.5274,47421.0,59.4
5.562,47591.0,59.6
5.5969,47761.0,59.8
5.6316,48431.0,60.0
5.6664,48101.0,60.2
5.7011,48771.0,60.4
5.7358,48441.0,60.6
5.7705,48611.0,60.8
5.8052,48781.0,61.0
5.8396,48449.0,61.2
5.8742,49119.0,61.4
5.9086,48787.0,61.6
5.9428,48955.0,61.8
5.9772,50123.0,62.0
6.0116,49291.0,62.2
6.0461,49960.0,62.4
6.0806,49629.0,62.6
6.1147,49796.0,62.8
6.1489,49963.0,63.0
6.183,50630.0,63.2
6.217,50296.0,63.4
6.2507,50961.0,63.6
6.2846,50627.0,63.8
6.3182,51792.0,64.0
6.3521,50958.0,64.2
6.386,51624.0,64.4
6.42,51290.0,64.6
6.4537,51455.0,64.8
6.4874,51620.0,65.0
6.5209,51784.0,65.2
6.5544,52448.0,65.4
6.5874,53109.0,65.6
6.6202,52270.0,65.8
6.6532,53431.0,66.0
6.686,53092.0,66.2
6.7189,52753.0,66.4
6.7516,52913.0,66.6
6.7843,53073.0,66.8
6.8174,53735.0,67.0
6.8506,53897.0,67.2
6.8835,54559.0,67.4
6.9165,54220.0,67.6
6.9496,54382.0,67.8
6.9826,55044.0,68.0
7.0152,55203.0,68.2
7.0476,54362.0,68.4
7.0802,54522.0,68.6
7.1128,55181.0,68.8
7.1454,54840.0,69.0
7.1784,56002.0,69.2
7.2114,55664.0,69.4
7.2447,55827.0,69.6
7.2778,55989.0,69.8
7.3112,56152.0,70.0
7.3446,56316.0,70.2
7.378,56479.0,70.4
7.4114,57142.0,70.6
7.4447,56806.0,70.8
7.4777,56467.0,71.0
7.5105,57628.0,71.2
7.5434,57288.0,71.4
7.5762,57949.0,71.6
7.6086,57108.0,71.8
7.6412,57267.0,72.0
7.6738,57427.0,72.2
7.7066,58088.0,72.4
7.7394,58248.0,72.6
7.772,57907.0,72.8
7.8044,59066.0,73.0
7.8365,59223.0,73.2
7.8684,59379.0,73.4
7.9003,59535.0,73.6
7.9319,59690.0,73.8
7.9636,59345.0,74.0
7.9951,59999.0,74.2
8.0263,59152.0,74.4
8.0577,59306.0,74.6
8.0887,60458.0,74.8
8.1195,60109.0,75.0
8.1584,60294.0,75.2
8.1974,59979.0,75.4
8.2364,60165.0,75.6
8.2753,60351.0,75.8
8.3145,61537.0,76.0
8.3552,61231.0,76.2
8.3958,61925.0,76.4
8.4361,61117.0,76.6
8.4766,61811.0,76.8
8.5168,62502.0,77.0
8.5576,62197.0,77.2
8.5982,62890.0,77.4
8.6386,62583.0,77.6
8.6789,62275.0,77.8
8.7195,62469.0,78.0
8.7605,62664.0,78.2
8.8019,63862.0,78.4
8.8436,63061.0,78.6
8.8851,64259.0,78.8
8.927,64459.0,79.0
8.969,64160.0,79.2
9.0112,64861.0,79.4
9.0537,64064.0,79.6
9.0962,64267.0,79.8
9.1387,64470.0,80.0
9.1747,65141.0,80.2
9.2107,65812.0,80.4
9.2477,65988.0,80.6
9.2853,65667.0,80.8
9.3233,65848.0,81.0
9.3621,65532.0,81.2
9.4005,66215.0,81.4
9.4386,66397.0,81.6
9.4762,66576.0,81.8
9.5139,66755.0,82.0
9.5514,67434.0,82.2
9.5885,66610.0,82.4
9.6259,67288.0,82.6
9.6636,67467.0,82.8
9.7019,67150.0,83.0
9.7403,67833.0,83.2
9.7783,67514.0,83.4
9.8159,67693.0,83.6
9.8527,67868.0,83.8
9.8896,68543.0,84.0
9.9259,69216.0,84.2
9.9618,68386.0,84.4
9.9969,69053.0,84.6
10.033,69223.0,84.8
10.069,69893.0,85.0
10.105,69066.0,85.2
10.141,70238.0,85.4
10.178,69414.0,85.6
10.214,70086.0,85.8
10.251,69759.0,86.0
10.287,69930.0,86.2
10.322,70600.0,86.4
10.358,71268.0,86.6
10.393,71436.0,86.8
10.428,71604.0,87.0
10.463,70770.0,87.2
10.499,70940.0,87.4
10.536,71615.0,87.6
10.573,71792.0,87.8
10.611,71470.0,88.0
10.647,72645.0,88.2
10.685,71823.0,88.4
10.722,72501.0,88.6
10.759,72678.0,88.8
10.796,72352.0,89.0
10.833,73027.0,89.2
10.869,72701.0,89.4
10.907,73880.0,89.6
10.945,73562.0,89.8
10.984,74247.0,90.0
11.023,73431.0,90.2
11.061,74113.0,90.4
11.1,74297.0,90.6
11.138,73982.0,90.8
11.177,74667.0,91.0
11.216,75354.0,91.2
11.255,75038.0,91.4
11.293,75220.0,91.6
11.331,75900.0,91.8
11.37,76084.0,92.0
11.408,76267.0,92.2
11.447,75950.0,92.4
11.485,75632.0,92.6
11.523,76315.0,92.8
11.561,75996.0,93.0
11.598,77172.0,93.2
11.636,76350.0,93.4
11.673,76526.0,93.6
11.71,77203.0,93.8
11.747,77379.0,94.0
11.784,77057.0,94.2
11.822,77736.0,94.4
11.859,77414.0,94.6
11.896,78089.0,94.8
11.933,78765.0,95.0
11.97,77941.0,95.2
12.006,78613.0,95.4
12.043,79288.0,95.6
12.08,79464.0,95.8
12.117,78640.0,96.0
12.154,79313.0,96.2
12.19,79986.0,96.4
12.226,80159.0,96.6
12.263,79832.0,96.8
12.299,80004.0,97.0
12.335,80176.0,97.2
12.371,80349.0,97.4
12.408,80522.0,97.6
12.444,80695.0,97.8
12.481,80368.0,98.0
12.517,80543.0,98.2
12.553,81214.0,98.4
12.59,81386.0,98.6
12.626,81560.0,98.8
12.663,82234.0,99.0
12.699,81405.0,99.2
12.735,81575.0,99.4
12.77,82744.0,99.6
12.806,82913.0,99.8
12.841,82579.0,100.0
12.876,82247.0,100.2
12.912,82920.0,100.4
12.951,82602.0,100.6
12.989,83284.0,100.8
13.028,83470.0,101.0
13.067,83655.0,101.2
13.106,83842.0,101.4
13.146,83533.0,101.6
13.186,84724.0,101.8
13.227,83917.0,102.0
13.267,84112.0,102.2
13.308,84307.0,102.4
13.349,84503.0,102.6
13.39,85199.0,102.8
13.431,84891.0,103.0
13.471,85584.0,103.2
13.512,85776.0,103.4
13.551,86466.0,103.6
13.591,86657.0,103.8
13.631,86347.0,104.0
13.671,87035.0,104.2
13.71,86224.0,104.4
13.749,87408.0,104.6
13.787,87089.0,104.8
13.825,87270.0,105.0
13.864,87453.0,105.2
13.902,87635.0,105.4
13.94,88317.0,105.6
13.978,88499.0,105.8
14.016,88680.0,106.0
14.054,88360.0,106.2
14.092,89040.0,106.4
14.13,89221.0,106.6
14.168,88405.0,106.8
14.207,89088.0,107.0
14.245,89769.0,107.2
14.283,89449.0,107.4
14.321,89131.0,107.6
14.359,89810.0,107.8
14.396,90488.0,108.0
14.434,89667.0,108.2
14.471,90845.0,108.4
14.509,90024.0,108.6
14.546,90202.0,108.8
14.583,90878.0,109.0
14.62,91053.0,109.2
14.656,91725.0,109.4
14.692,91893.0,109.6
14.728,91564.0,109.8
14.763,91235.0,110.0
14.799,91903.0,110.2
14.833,91567.0,110.4
14.869,91735.0,110.6
14.904,92900.0,110.8
14.939,93068.0,111.0
14.975,92237.0,111.2
15.01,93406.0,111.4
15.045,93572.0,111.6
15.08,93240.0,111.8
15.115,93902.0,112.0
15.149,93567.0,112.2
15.183,94228.0,112.4
15.218,94392.0,112.6
15.252,94556.0,112.8
15.287,93719.0,113.0
15.321,94383.0,113.2
15.356,95050.0,113.4
15.393,95225.0,113.6
15.43,94899.0,113.8
15.467,95575.0,114.0
15.504,95751.0,114.2
15.54,94924.0,114.4
15.577,96099.0,114.6
15.614,95277.0,114.8
15.651,95953.0,115.0
15.688,95629.0,115.2
15.725,96304.0,115.4
15.762,95978.0,115.6
15.798,96652.0,115.8
15.834,96823.0,116.0
15.87,97492.0,116.2
15.907,96667.0,116.4
15.943,96841.0,116.6
15.98,97017.0,116.8
16.017,97193.0,117.0
16.055,97370.0,117.2
16.092,98046.0,117.4
16.129,98724.0,117.6
16.167,98907.0,117.8
16.205,99088.0,118.0
16.244,99271.0,118.2
16.282,98952.0,118.4
16.32,98635.0,118.6
16.358,98815.0,118.8
16.396,99494.0,119.0
16.433,100170.0,119.2
16.471,99852.0,119.4
16.508,99530.0,119.6
16.546,99709.0,119.8
16.583,100890.0,120.0
16.621,101060.0,120.2
16.659,101250.0,120.4
16.697,100930.0,120.6
16.734,101610.0,120.8
16.772,101780.0,121.0
16.809,101460.0,121.2
16.846,101640.0,121.4
16.883,101810.0,121.6
16.919,101480.0,121.8
16.955,101660.0,122.0
16.992,101830.0,122.2
17.029,102010.0,122.4
17.065,102680.0,122.6
17.102,102350.0,122.8
17.139,102530.0,123.0
17.176,103210.0,123.2
17.213,102880.0,123.4
17.25,103560.0,123.6
17.286,104230.0,123.8
17.322,104400.0,124.0
17.359,104570.0,124.2
17.396,104750.0,124.4
17.432,103930.0,124.6
17.469,105100.0,124.8
17.505,104770.0,125.0
17.541,104440.0,125.2
17.577,105610.0,125.4
17.613,105280.0,125.6
17.649,105950.0,125.8
17.685,105120.0,126.0
17.72,106290.0,126.2
17.757,106470.0,126.4
17.793,105640.0,126.6
17.83,105820.0,126.8
17.868,106500.0,127.0
17.906,107180.0,127.2
17.943,107350.0,127.4
17.979,107520.0,127.6
18.015,107700.0,127.8
18.052,107870.0,128.0
18.089,108050.0,128.2
18.125,107220.0,128.4
18.161,107390.0,128.6
18.198,108560.0,128.8
18.235,108240.0,129.0
18.271,108910.0,129.2
18.308,108590.0,129.4
18.343,108760.0,129.6
18.379,109430.0,129.8
18.415,109100.0,130.0
18.451,109270.0,130.2
18.488,109440.0,130.4
18.525,109620.0,130.6
18.564,109800.0,130.8
18.603,110490.0,131.0
18.641,109670.0,131.2
18.679,110350.0,131.4
18.717,110030.0,131.6
18.755,110220.0,131.8
18.794,110400.0,132.0
18.834,111090.0,132.2
18.873,110780.0,132.4
18.912,110970.0,132.6
18.951,111650.0,132.8
18.989,111830.0,133.0
19.027,111510.0,133.2
19.065,112190.0,133.4
19.103,112870.0,133.6
19.141,112550.0,133.8
19.18,112740.0,134.0
19.219,112930.0,134.2
19.259,113620.0,134.4
19.298,113800.0,134.6
19.337,113990.0,134.8
19.376,113670.0,135.0
19.415,113860.0,135.2
19.453,114040.0,135.4
19.491,113720.0,135.6
19.528,114900.0,135.8
19.565,115070.0,136.0
19.601,114750.0,136.2
19.638,115420.0,136.4
19.674,115590.0,136.6
19.711,115270.0,136.8
19.748,115440.0,137.0
19.785,115620.0,137.2
19.821,115790.0,137.4
19.856,115460.0,137.6
19.893,115630.0,137.8
19.929,116800.0,138.0
19.965,115980.0,138.2
20.001,116150.0,138.4
20.036,117310.0,138.6
20.071,117480.0,138.8
20.106,116650.0,139.0
20.141,116810.0,139.2
20.176,117980.0,139.4
20.211,118140.0,139.6
20.245,117810.0,139.8
20.28,117970.0,140.0
20.314,118630.0,140.2
20.348,117790.0,140.4
20.382,117950.0,140.6
20.416,118620.0,140.8
20.451,118290.0,141.0
20.487,118460.0,141.2
20.523,119630.0,141.4
20.559,119300.0,141.6
20.595,118970.0,141.8
20.631,119640.0,142.0
20.669,119320.0,142.2
20.706,120500.0,142.4
20.743,120670.0,142.6
20.781,120350.0,142.8
20.818,121030.0,143.0
20.854,121200.0,143.2
20.89,120870.0,143.4
20.928,120550.0,143.6
20.965,121230.0,143.8
21.002,121400.0,144.0
21.039,121080.0,144.2
21.075,122250.0,144.4
21.112,121430.0,144.6
21.149,122100.0,144.8
21.187,122280.0,145.0
21.224,121960.0,145.2
21.262,122640.0,145.4
21.299,122820.0,145.6
21.337,122500.0,145.8
21.375,123180.0,146.0
21.413,123860.0,146.2
21.45,123040.0,146.4
21.487,123210.0,146.6
21.523,123890.0,146.8
21.561,123560.0,147.0
21.598,124740.0,147.2
21.633,124910.0,147.4
21.668,125080.0,147.6
21.703,124740.0,147.8
21.739,124910.0,148.0
21.774,125580.0,148.2
21.808,125240.0,148.4
21.843,125910.0,148.6
21.877,126070.0,148.8
21.911,125730.0,149.0
21.945,125890.0,149.2
21.98,125560.0,149.4
22.015,126730.0,149.6
22.051,126400.0,149.8
22.087,127070.0,150.0
22.128,127260.0,150.2
22.171,126460.0,150.4
22.215,126670.0,150.6
22.26,126890.0,150.8
22.306,128110.0,151.0
22.353,128330.0,151.2
22.399,128050.0,151.4
22.445,128270.0,151.6
22.49,128480.0,151.8
22.536,128200.0,152.0
22.58,129410.0,152.2
22.625,129120.0,152.4
22.668,128830.0,152.6
22.712,129040.0,152.8
22.754,129740.0,153.0
22.796,129940.0,153.2
22.839,130140.0,153.4
22.881,130340.0,153.6
22.924,130050.0,153.8
22.966,130250.0,154.0
23.008,131440.0,154.2
23.051,130650.0,154.4
23.093,130840.0,154.6
23.135,132040.0,154.8
23.176,131740.0,155.0
23.217,132430.0,155.2
23.256,131620.0,155.4
23.296,131810.0,155.6
23.336,132500.0,155.8
23.376,132190.0,156.0
23.416,132380.0,156.2
23.457,133070.0,156.4
23.498,133770.0,156.6
23.538,132960.0,156.8
23.579,134150.0,157.0
23.62,133340.0,157.2
23.66,133540.0,157.4
23.701,134230.0,157.6
23.741,134920.0,157.8
23.781,135110.0,158.0
23.821,135300.0,158.2
23.86,134980.0,158.4
23.898,135160.0,158.6
23.936,135340.0,158.8
23.974,135520.0,159.0
24.012,135700.0,159.2
24.05,136380.0,159.4
24.09,136570.0,159.6
24.128,136250.0,159.8
24.166,135930.0,160.0
24.172,136960.0,160.2
24.178,136990.0,160.4
24.183,136510.0,160.6
24.189,136040.0,160.8
24.194,136560.0,161.0
24.198,136580.0,161.2
24.202,136100.0,161.4
24.206,136120.0,161.6
24.209,136130.0,161.8
24.211,137140.0,162.0
24.215,137160.0,162.2
24.219,136680.0,162.4
24.222,136190.0,162.6
24.225,137200.0,162.8
24.227,136210.0,163.0
24.229,136720.0,163.2
24.23,136230.0,163.4
24.231,137230.0,163.6
24.231,136230.0,163.8
24.232,136230.0,164.0
24.232,136230.0,164.2
24.234,137240.0,164.4
24.236,136750.0,164.6
24.239,136260.0,164.8
24.241,136270.0,165.0
24.243,136780.0,165.2
24.246,137300.0,165.4
24.25,137310.0,165.6
24.254,136330.0,165.8
24.259,136360.0,166.0
24.263,136880.0,166.2
24.269,136400.0,166.4
24.274,136930.0,166.6
24.28,137450.0,166.8
24.285,137480.0,167.0
24.291,137510.0,167.2
24.298,137540.0,167.4
24.306,137580.0,167.6
24.314,137620.0,167.8
24.322,136660.0,168.0
24.331,136700.0,168.2
24.34,137240.0,168.4
24.351,136800.0,168.6
24.362,137350.0,168.8
24.375,137410.0,169.0
24.387,137970.0,169.2
24.399,138030.0,169.4
24.41,138080.0,169.6
24.422,137140.0,169.8
24.432,138190.0,170.0
24.457,138310.0,170.2
24.485,138440.0,170.4
24.515,138080.0,170.6
24.547,137730.0,170.8
24.58,137890.0,171.0
24.613,139050.0,171.2
24.646,138210.0,171.4
24.676,138850.0,171.6
24.707,139500.0,171.8
24.738,139650.0,172.0
24.77,139300.0,172.2
24.802,138950.0,172.4
24.834,139110.0,172.6
24.866,139760.0,172.8
24.897,139400.0,173.0
24.927,140550.0,173.2
24.957,140690.0,173.4
24.986,139830.0,173.6
25.015,139970.0,173.8
25.044,141110.0,174.0
25.073,140740.0,174.2
25.103,141390.0,174.4
25.133,140530.0,174.6
25.162,141670.0,174.8
25.19,141300.0,175.0
25.219,141940.0,175.2
25.248,141580.0,175.4
25.276,141710.0,175.6
25.304,142350.0,175.8
25.333,141980.0,176.0
25.361,142110.0,176.2
25.389,142750.0,176.4
25.419,142890.0,176.6
25.449,142540.0,176.8
25.48,142680.0,177.0
25.511,143330.0,177.2
25.542,143480.0,177.4
25.573,143620.0,177.6
25.603,143270.0,177.8
25.633,142910.0,178.0
25.663,143050.0,178.2
25.692,143190.0,178.4
25.722,143840.0,178.6
25.753,143480.0,178.8
25.784,144130.0,179.0
25.815,143780.0,179.2
25.846,143930.0,179.4
25.876,144570.0,179.6
25.906,144720.0,179.8
25.937,144360.0,180.0
25.967,145000.0,180.2
25.996,144640.0,180.4
26.025,145780.0,180.6
26.053,145410.0,180.8
26.082,145050.0,181.0
26.111,145190.0,181.2
26.14,146330.0,181.4
26.169,146470.0,181.6
26.199,146610.0,181.8
26.228,146250.0,182.0
26.256,146380.0,182.2
26.284,146020.0,182.4
26.312,146650.0,182.6
26.34,146780.0,182.8
26.368,146920.0,183.0
26.396,147050.0,183.2
26.423,146670.0,183.4
26.451,147310.0,183.6
26.478,146940.0,183.8
26.506,147070.0,184.0
26.534,147200.0,184.2
26.561,147830.0,184.4
26.587,147960.0,184.6
26.614,148080.0,184.8
26.641,147710.0,185.0
26.667,147840.0,185.2
26.692,148460.0,185.4
26.718,149080.0,185.6
26.743,148700.0,185.8
26.77,148330.0,186.0
26.797,148450.0,186.2
26.823,149080.0,186.4
26.85,148710.0,186.6
26.876,149330.0,186.8
26.902,148950.0,187.0
26.927,150070.0,187.2
26.952,150190.0,187.4
26.977,150310.0,187.6
27.001,149920.0,187.8
27.026,149540.0,188.0
27.051,149660.0,188.2
27.077,150280.0,188.4
27.102,150400.0,188.6
27.128,150520.0,188.8
27.154,150150.0,189.0
27.18,151270.0,189.2
27.206,150400.0,189.4
27.233,150520.0,189.6
27.259,151150.0,189.8
27.284,151270.0,190.0
27.309,151880.0,190.2
27.334,152000.0,190.4
27.361,152130.0,190.6
27.391,151280.0,190.8
27.424,151430.0,191.0
27.457,152090.0,191.2
27.49,152250.0,191.4
27.522,151900.0,191.6
27.553,152550.0,191.8
27.582,152190.0,192.0
27.61,153320.0,192.2
27.636,152440.0,192.4
27.66,153560.0,192.6
27.683,152660.0,192.8
27.704,153770.0,193.0
27.725,152870.0,193.2
27.746,153470.0,193.4
27.767,153070.0,193.6
27.789,153170.0,193.8
27.813,153780.0,194.0
27.837,154390.0,194.2
27.862,154510.0,194.4
27.888,153630.0,194.6
27.915,153760.0,194.8
27.942,154390.0,195.0
27.97,154030.0,195.2
27.998,155160.0,195.4
28.025,155290.0,195.6
28.052,155410.0,195.8
28.077,155530.0,196.0
28.101,155150.0,196.2
28.124,154760.0,196.4
28.147,154870.0,196.6
28.17,155480.0,196.8
28.193,155580.0,197.0
28.217,155200.0,197.2
28.241,155310.0,197.4
28.266,156430.0,197.6
28.291,156550.0,197.8
28.315,155660.0,198.0
28.338,156770.0,198.2
28.36,156370.0,198.4
28.382,155980.0,198.6
28.402,156570.0,198.8
28.421,156160.0,199.0
28.439,156750.0,199.2
28.456,156330.0,199.4
28.473,157410.0,199.6
28.491,157490.0,199.8
28.507,157570.0,200.0
28.518,156620.0,200.2
28.528,157660.0,200.4
28.538,157210.0,200.6
28.548,156760.0,200.8
28.557,157300.0,201.0
28.566,157840.0,201.2
28.575,156880.0,201.4
28.585,156930.0,201.6
28.597,157480.0,201.8
28.607,158030.0,202.0
28.618,157080.0,202.2
28.63,158140.0,202.4
28.641,157190.0,202.6
28.652,157240.0,202.8
28.662,157290.0,203.0
28.672,157830.0,203.2
28.681,157870.0,203.4
28.69,157420.0,203.6
28.699,157960.0,203.8
28.707,157490.0,204.0
28.715,158530.0,204.2
28.724,157570.0,204.4
28.734,157620.0,204.6
28.744,158660.0,204.8
28.755,158220.0,205.0
28.767,158770.0,205.2
28.781,158340.0,205.4
28.794,157900.0,205.6
28.807,158460.0,205.8
28.821,158030.0,206.0
28.835,158590.0,206.2
28.849,158160.0,206.4
28.862,159220.0,206.6
28.874,158770.0,206.8
28.885,159320.0,207.0
