cumulative_penicillin,substrate,RQ,specific_production_rate,substrate_rate,base_flow,DO,OUR,viscosity,penicillin,batch_id,time
57.3655428,2.1659,0.0051675370795545,-5.027105099317596e-06,0.1179999999999998,29.465,13.848,0.23935,4.0833,0.00098485,2,5.8
57.3348925,2.186,0.0049863275372232,-5.027105099317596e-06,0.1000999999999998,24.073,13.802,0.25477,4.0833,0.00098429,2,6.0
57.30598752,2.2022,0.0047052567060576,-5.027105099317596e-06,0.0809000000000001,18.36,13.739,0.27736,4.0833,0.00098376,2,6.2
57.27609719,2.215,0.0044683639917995,-5.027105099317596e-06,0.0606999999999997,16.282,13.68,0.30008,4.0833,0.00098323,2,6.4
57.2462058,2.2231,0.0042200818709653,-5.027105099317596e-06,0.0411000000000001,19.409,13.609,0.32653,4.0833,0.0009827,2,6.6
57.21594740999999,2.2266,0.0040228905739493,-5.027105099317596e-06,0.0217,26.448,13.543,0.35211,4.0833,0.00098213,2,6.8
57.1870661,2.2271,0.0039099191007843,-5.027105099317596e-06,0.0011000000000001,34.672,13.488,0.37248,4.0833,0.00098155,2,7.0
57.15643098,2.2239,0.0037621536064963,-5.027105099317596e-06,-0.0188999999999999,40.365,13.42,0.39803,4.0833,0.00098094,2,7.2
57.12677009,2.2161,0.0036094702297092,-5.027105099317596e-06,-0.0400999999999998,41.482,13.344,0.4266,4.0833,0.00098033,2,7.4
57.09768467000001,2.2042,0.0035548421375466,-5.027105099317596e-06,-0.0634999999999998,38.468,13.292,0.44543,4.0833,0.00097973,2,7.6
57.06779945,2.1865,0.0034369943579016,-5.027105099317596e-06,-0.0897000000000002,33.473,13.207,0.47382,4.0833,0.00097915,2,7.8
57.03849245999999,2.1636,0.0033721172105019,-5.027105099317596e-06,-0.1170999999999996,29.374,13.141,0.49677,4.0833,0.00097858,2,8.0
57.00820290000001,2.1342,0.0038761686897489,-5.027105099317596e-06,-0.1463000000000001,29.653,13.238,0.48523,4.0833,0.00097801,2,8.2
56.97869889999999,2.099,0.003959213863046,-5.027105099317596e-06,-0.1744999999999999,34.185,13.17,0.4732,4.0833,0.00097742,2,8.4
56.94958282,2.0579,0.0038196172089965,-5.027105099317596e-06,-0.2046000000000001,40.687,13.085,0.50245,4.0833,0.00097682,2,8.6
56.91968652,2.012,0.0037275396285258,-5.027105099317596e-06,-0.234,46.571,13.019,0.52908,4.0833,0.00097619,2,8.8
56.88919825,1.959,0.0035559998363072,-5.027105099317596e-06,-0.2643000000000001,49.998,12.919,0.57021,4.0833,0.00097555,2,9.0
56.86025916,1.9002,0.0034962553096258,-5.027105099317596e-06,-0.2949000000000003,50.258,12.846,0.5964,4.0833,0.00097492,2,9.2
56.830335700000006,1.8347,0.0034424826110127,-5.027105099317596e-06,-0.3281999999999999,48.131,12.766,0.623,4.0833,0.00097429,2,9.4
56.80040342,1.763,0.0033654188404385,-5.027105099317596e-06,-0.3614000000000001,46.127,12.676,0.65554,4.0833,0.00097366,2,9.6
56.77104576,1.6838,0.0032882315162147,-5.027105099317596e-06,-0.3966999999999999,46.949,12.58,0.69029,4.0833,0.00097304,2,9.8
56.7414848,1.5976,0.0032078840738886,-5.027105099317596e-06,-0.4333999999999999,50.778,12.482,0.72805,4.0833,0.0009724,2,10.0
56.71171814,1.5035,0.0031468485689527,-5.027105099317596e-06,-0.4712999999999999,57.102,12.384,0.76378,4.0833,0.00097174,2,10.2
56.6821306,1.4013,0.0031181982436171,-5.027105099317596e-06,-0.5093999999999997,64.593,12.294,0.7933,4.0833,0.00097105,2,10.4
56.65233056,1.2917,0.0030936874761992,-5.027105099317596e-06,-0.5485,72.64,12.201,0.82302,4.0833,0.00097034,2,10.6
56.62231517,1.1744,0.0031008210491385,-5.027105099317596e-06,-0.5878000000000003,79.397,12.116,0.84526,4.0833,0.00096961,2,10.8
56.59305032,1.0491,0.0030523442154343,-5.027105099317596e-06,-0.6268999999999999,85.138,11.998,0.88402,4.0833,0.00096886,2,11.0
56.56259443,0.9157,0.0030119720014833,-5.027105099317596e-06,-0.6647800000000001,89.677,11.888,0.92243,4.0833,0.00096809,2,11.2
56.53346564,0.7744,0.0029636843341155,-5.027105099317596e-06,-0.70157,93.572,11.773,0.96524,4.0833,0.00096731,2,11.4
56.50372572,0.62692,0.0029672130596952,-5.027105099317596e-06,-0.7366599999999999,97.339,11.688,0.99257,4.0833,0.00096652,2,11.6
56.47375509,0.47283,0.0029739716172863,-5.027105099317596e-06,-0.73227,101.75,11.598,1.0194,4.0833,0.00096571,2,11.8
56.4447202,0.31244,0.0029441456741155,-1.4133441273219356e-06,-0.7070330000000001,105.86,11.485,1.0599,10.822,0.0009649,2,12.0
56.4138652,0.18343,0.0029515580476101,-1.4133441273219356e-06,-0.6118359999999998,110.4,11.429,1.0879,10.822,0.00096401,2,12.2
56.38489728,0.067367,0.003074726025266,-1.4133441273219356e-06,-0.4598540000000005,115.16,11.551,1.0737,10.822,0.00096312,2,12.4
56.35471528,0.015084,0.0037650082900216,-1.4133441273219356e-06,-0.299386,118.73,13.152,0.89867,10.822,0.00096221,2,12.6
56.32624736,0.012976,0.0047421914755973,-1.4133441273219356e-06,-0.1704609999999995,114.87,13.269,0.72709,10.822,0.00096133,2,12.8
56.2977865,0.013054,0.0049702629801147,-1.4133441273219356e-06,-0.0548930000000001,99.972,13.229,0.70563,10.822,0.0009605,2,13.0
56.26752786,0.012969,0.0049791256510028,-1.4133441273219356e-06,-0.0028179999999999,49.986,13.181,0.71619,10.822,0.00095982,2,13.2
56.2373097,0.012474,0.0050911099874405,-1.4133441273219356e-06,-0.0009549999999999,31.685,13.172,0.71196,10.822,0.00095919,2,13.4
56.207511,0.012266,0.0051863168912486,-1.4133441273219356e-06,-0.0014339999999999,23.436,13.152,0.71017,10.822,0.0009586,2,13.6
56.17749159,0.012021,0.0052251623263161,-1.4133441273219356e-06,-0.0016049999999999,27.008,13.119,0.71615,10.822,0.00095799,2,13.8
56.1485775,0.01162,0.0053128785760755,-1.4133441273219356e-06,-0.0016129999999999,40.979,13.11,0.7154,10.822,0.00095735,2,14.0
56.11937232,0.011364,0.0054968402960637,-1.4133441273219356e-06,-0.0016339999999999,60.564,13.123,0.70207,10.822,0.00095664,2,14.2
56.0898648,0.010861,0.0056880995943675,-1.4133441273219356e-06,-0.0015279999999999,81.16,13.14,0.68866,10.822,0.00095586,2,14.4
56.060261,0.010632,0.0058197649447361,-1.4133441273219356e-06,-0.0012729999999999,99.037,13.136,0.68296,10.822,0.00095503,2,14.6
56.03172491,0.010493,0.005826757998772,-1.4133441273219356e-06,-0.0010919999999999,109.8,13.106,0.69198,10.822,0.00095417,2,14.8
56.0025618,0.010347,0.0059061827529789,-1.4133441273219356e-06,-0.000674,113.41,13.091,0.69241,10.822,0.0009533,2,15.0
55.97394636,0.010272,0.0059812971777345,-1.4133441273219356e-06,-0.0006,110.51,13.07,0.6933,10.822,0.00095244,2,15.2
55.9451519,0.010187,0.006135051390921,-1.4133441273219356e-06,-0.0007672999999999,102.31,13.066,0.68527,10.822,0.00095161,2,15.4
55.91736147,0.010032,0.0061331548724001,-1.4133441273219356e-06,-0.0008193999999999,90.217,13.025,0.69483,10.822,0.00095083,2,15.6
55.88868239999999,0.0097257,0.0062166246851236,-1.4133441273219356e-06,0.023095,75.346,13.01,0.69475,10.822,0.0009501,2,15.8
55.86220128,0.0095276,0.0062505058584209,-1.4133441273219356e-06,0.022133,60.364,12.981,0.70013,10.822,0.00094944,2,16.0
55.83256728,0.033367,0.004360030062405,-1.4133441273219356e-06,0.0198450000000001,48.743,11.763,1.0201,10.822,0.00094863,2,16.2
55.80326156,0.03232,0.004020390070916,-1.4133441273219356e-06,0.0179593000000001,52.444,11.668,1.128,10.822,0.00094781,2,16.4
55.774177,0.029877,0.0040278382536444,-1.4133441273219356e-06,0.0163154000000001,70.606,11.648,1.1483,10.822,0.00094693,2,16.6
55.74388755,0.027685,0.0040819123459937,-1.4133441273219356e-06,-0.0078679999999999,98.357,11.625,1.1553,10.822,0.00094595,2,16.8
55.7148492,0.025843,0.0041669556672964,-1.4133441273219356e-06,-0.0074269999999999,129.17,11.626,1.1534,10.822,0.00094488,2,17.0
55.68514232,0.025499,0.0042114618273498,-1.4133441273219356e-06,-0.0066509999999999,156.87,11.572,1.1627,10.822,0.00094372,2,17.2
55.6555675,0.024893,0.004296522812754,-1.4133441273219356e-06,-0.0053579999999999,178.8,11.552,1.1609,10.822,0.0009425,2,17.4
55.626693,0.023226,0.0043268875826953,-1.4133441273219356e-06,-0.0045489999999999,195.05,11.518,1.1739,10.822,0.00094123,2,17.6
55.5968595,0.022327,0.0043938363924705,-1.4133441273219356e-06,-0.0050539999999999,205.36,11.503,1.1768,10.822,0.00093993,2,17.8
55.56758922,0.021294,0.0044586616953302,-1.4133441273219356e-06,-0.0054559999999999,210.19,11.483,1.1801,10.822,0.00093861,2,18.0
55.5378369,0.020445,0.0045152128676613,-1.4133441273219356e-06,-0.004088,209.74,11.462,1.1854,10.822,0.0009373,2,18.2
55.50913704,0.019437,0.0045690620102913,-1.4133441273219356e-06,-0.004696,204.77,11.437,1.1912,10.822,0.00093601,2,18.4
55.47987552,0.019138,0.0046310400624865,-1.4133441273219356e-06,-0.004286,196.0,11.393,1.1948,10.822,0.00093476,2,18.6
55.45134246,0.017631,0.0047342425773071,-1.4133441273219356e-06,-0.003996,184.23,11.405,1.1878,10.822,0.00093354,2,18.8
55.42227548,0.017008,0.0048363246416005,-1.4133441273219356e-06,-0.003548,171.31,11.387,1.1812,10.822,0.00093236,2,19.0
55.39328532,0.016449,0.0048476620157561,-1.4133441273219356e-06,-0.003829,158.59,11.326,1.1969,10.822,0.00093123,2,19.2
55.36412799,0.015889,0.004890023240365,-1.4133441273219356e-06,-0.003081,147.69,11.294,1.2048,10.822,0.00093013,2,19.4
55.3348136,0.015309,0.0049715987808188,-1.4133441273219356e-06,-0.0028339999999999,140.45,11.271,1.203,10.822,0.00092906,2,19.6
55.306016,0.01455,0.0050384604742466,-1.4133441273219356e-06,0.0282500000000001,136.54,11.26,1.2047,10.822,0.000928,2,19.8
55.2777363,0.014174,0.0050865890256255,-1.4133441273219356e-06,0.0273310000000001,134.57,11.222,1.2107,10.822,0.00092695,2,20.0
55.2480171,0.044699,0.0042431989511589,-1.4133441273219356e-06,0.0252590000000001,136.11,10.324,1.5255,10.822,0.00092566,2,20.2
55.2188768,0.04322,0.0040688056147344,-1.4133441273219356e-06,0.0231420000000001,150.6,10.177,1.5958,10.822,0.00092432,2,20.4
55.189420000000005,0.040568,0.0040799917746205,-1.4133441273219356e-06,0.0195190000000001,177.2,10.105,1.621,10.822,0.0009229,2,20.6
55.15965779,0.037692,0.004105413799399,-1.4133441273219356e-06,-0.0129459999999999,210.76,10.061,1.6421,10.822,0.00092137,2,20.8
55.1291328,0.033693,0.0042141046088371,-1.4133441273219356e-06,-0.013312,225.0,10.073,1.6302,10.822,0.0009198,2,21.0
55.0989912,0.031753,0.0042500708530666,-1.4133441273219356e-06,-0.012529,225.0,10.006,1.6466,10.822,0.00091824,2,21.2
55.07015175,0.029908,0.0042375148632538,-1.4133441273219356e-06,-0.011322,225.0,9.9124,1.682,10.822,0.00091669,2,21.4
55.03957872,0.028039,0.0042874303381143,-1.4133441273219356e-06,-0.0084949999999999,225.0,9.8737,1.6927,10.822,0.00091513,2,21.6
55.01090826,0.02637,0.0043316135084385,-1.4133441273219356e-06,-0.0072649999999999,225.0,9.804,1.7056,10.822,0.00091359,2,21.8
54.98050732,0.025198,0.0043417633812534,-1.4133441273219356e-06,-0.0049979999999999,225.0,9.7312,1.7319,10.822,0.00091204,2,22.0
54.95201003,0.024488,0.0043672355078625,-1.4133441273219356e-06,-0.0039729999999999,225.0,9.6509,1.7521,10.822,0.00091051,2,22.2
54.92178534,0.02491,0.0043607408237142,-1.4133441273219356e-06,-0.0023609999999999,225.0,9.5299,1.7854,10.822,0.00090897,2,22.4
54.89286048,0.024066,0.0043737345849398,-1.4133441273219356e-06,-0.0031859999999999,225.0,9.4661,1.811,10.822,0.00090744,2,22.6
54.86281551,0.024009,0.0043615907901582,-1.4133441273219356e-06,-0.0034169999999999,225.0,9.357,1.8473,10.822,0.00090591,2,22.8
54.83407009,0.022012,0.0044494225408163,-1.4133441273219356e-06,-0.0045929999999999,225.0,9.3853,1.8414,10.822,0.00090439,2,23.0
54.804209,0.021071,0.0045106694107411,-1.4133441273219356e-06,-0.004254,225.0,9.3497,1.8464,10.822,0.00090287,2,23.2
54.77474584,0.020317,0.0045367243751187,-1.4133441273219356e-06,-0.004166,225.0,9.2821,1.8657,10.822,0.00090136,2,23.4
54.746582540000006,0.019812,0.0045466800592051,-1.4133441273219356e-06,-0.003598,225.0,9.1988,1.8916,10.822,0.00089986,2,23.6
54.71548364,0.019843,0.0046484181031383,-1.4133441273219356e-06,-0.0181688,225.0,9.1996,1.8796,10.822,0.00089833,2,23.8
54.68295406,0.018414,0.0047324444444402,0.0049557907321168,-0.0174414,225.0,9.1854,1.875,22.215,0.00089678,2,24.0
1295.558082,0.0029022,0.0093117689450473,0.0049557907321168,-0.0169654,225.0,12.203,0.96208,22.215,0.021231,2,24.2
2788.868823,0.0028756,0.0105584785385139,0.0049557907321168,-0.0170304,225.0,12.181,0.85339,22.215,0.045669,2,24.4
4313.172201,0.0028466,0.0108104238258662,0.0049557907321168,-0.0154914,225.0,12.181,0.83808,22.215,0.070577,2,24.6
5870.189472,0.0028126,0.0108030108954986,0.0049557907321168,1.7700000000003185e-05,225.0,12.167,0.84316,22.215,0.095984,2,24.8
7396.2617,0.0029226,0.0107397373801132,0.0049557907321168,7.4000000000036e-06,219.42,12.118,0.85269,22.215,0.12085,2,25.0
8901.67005,0.0029199,0.0106981707198782,0.0049557907321168,-4.3299999999996e-05,202.86,12.919,0.86063,22.215,0.14535,2,25.2
10435.70976,0.002883,0.0103422269893217,0.0049557907321168,-4.909999999999626e-05,101.43,12.78,0.89502,22.215,0.17034,2,25.4
12018.8951,0.0028033,0.0100816892557861,0.0049557907321168,-0.0001553999999999,50.716,12.707,0.92301,22.215,0.19615,2,25.6
13630.34244,0.0027635,0.0099300793330468,0.0049557907321168,-0.0001618999999999,37.013,12.66,0.94202,22.215,0.22242,2,25.8
15250.1778,0.0027672,0.009966083730772,0.0049557907321168,-0.0001365999999999,35.877,12.632,0.9435,22.215,0.24882,2,26.0
16887.26151,0.002758,0.0100704247860974,0.0049557907321168,-0.0001359999999999,46.86,12.623,0.93859,22.215,0.27549,2,26.2
18547.1825,0.0027464,0.0102287490220383,0.0049557907321168,-0.0001374999999999,65.689,12.635,0.92882,22.215,0.3025,2,26.4
20246.58972,0.0026673,0.0104641308596055,0.0049557907321168,-0.0002014999999999,87.624,12.672,0.91253,22.215,0.33012,2,26.6
21968.05518,0.002626,0.010597711050475,0.0049557907321168,-0.0002138999999999,108.09,12.682,0.90551,22.215,0.35806,2,26.8
23726.27968,0.0025657,0.0107577380155378,0.0049557907321168,-0.0002107999999999,123.89,12.694,0.89644,22.215,0.38656,2,27.0
25499.0403,0.0025441,0.0109101451233174,0.0049557907321168,-0.0001364999999999,134.41,12.703,0.88821,22.215,0.41526,2,27.2
27287.92427,0.0025356,0.0109286612193384,0.0049557907321168,-8.939999999999736e-05,139.8,12.697,0.89096,22.215,0.44419,2,27.4
29093.17896,0.0025308,0.0109817105568196,0.0049557907321168,-3.839999999999734e-05,137.97,12.681,0.89086,22.215,0.47336,2,27.6
30910.63248,0.0025366,0.0110146161804984,0.0049557907321168,0.0004304,129.28,12.649,0.89239,22.215,0.50271,2,27.8
32750.30173,0.0025273,0.0110095390983916,0.0049557907321168,0.0003916,115.61,12.616,0.89701,22.215,0.53243,2,28.0
34344.70112,0.0029745,0.0103245021860984,0.0049557907321168,0.0003431,98.64,12.367,0.96137,22.215,0.55816,2,28.2
35975.32848,0.0029272,0.0101465045015556,0.0049557907321168,0.0003115,84.378,12.323,0.98336,22.215,0.58448,2,28.4
37644.52224,0.0028739,0.0100909539092907,0.0049557907321168,0.0002824,76.337,12.295,0.99391,22.215,0.61143,2,28.6
39350.96745,0.0028481,0.0100783098403644,0.0049557907321168,-0.0002017999999999,75.813,12.263,1.0003,22.215,0.63897,2,28.8
41086.12085,0.0028097,0.0102156825185416,0.0049557907321168,-0.0001499999999999,82.108,12.268,0.99189,22.215,0.66695,2,29.0
42848.93682,0.0027727,0.0102549643533077,0.0049557907321168,-0.0001081999999999,93.152,12.262,0.99308,22.215,0.69534,2,29.2
44634.89388,0.0027772,0.0102218782249571,0.0049557907321168,-9.969999999999772e-05,107.12,12.24,1.0013,22.215,0.72404,2,29.4
46439.769,0.0027657,0.0102936810538187,0.0049557907321168,-4.939999999999746e-05,121.97,12.248,0.99927,22.215,0.753,2,29.6
48252.03303,0.0027484,0.0103328668532414,0.0049557907321168,1.860000000000313e-05,134.36,12.242,1.0004,22.215,0.78203,2,29.8
50072.67716,0.0027603,0.0103186980563386,0.0049557907321168,2.950000000000305e-05,144.63,12.227,1.0067,22.215,0.81113,2,30.0
51866.319,0.0027913,0.0101604373499283,0.0049557907321168,2.320000000000326e-05,150.52,13.021,1.0274,22.215,0.83975,2,30.2
53648.81536,0.0028067,0.010211233330072,0.0049557907321168,1.4500000000003283e-05,150.95,12.997,1.0273,22.215,0.86816,2,30.4
55457.58246,0.0027889,0.0102172789247355,0.0049557907321168,-2.569999999999708e-05,146.92,12.976,1.0317,22.215,0.89698,2,30.6
57293.19054,0.0027629,0.0102645605194135,0.0049557907321168,-8.589999999999713e-05,140.23,12.96,1.0319,22.215,0.92622,2,30.8
59153.396100000005,0.0027346,0.0103729694606719,0.0049557907321168,-0.0001379999999999,132.61,12.946,1.026,22.215,0.95586,2,31.0
61040.27904,0.0027054,0.0104320325203082,0.0049557907321168,-0.0001448999999999,127.61,12.933,1.025,22.215,0.98592,2,31.2
62953.7832,0.0026687,0.0104632966461958,0.0049557907321168,-0.0001585999999999,121.59,12.92,1.0267,22.215,1.0164,2,31.4
64875.261,0.002644,0.0104778317151934,0.0049557907321168,-0.0002247999999999,116.05,12.895,1.03,22.215,1.047,2,31.6
66815.78730000001,0.0026043,0.0105121367852701,0.0049557907321168,0.0001346999999999,112.79,12.887,1.0313,22.215,1.0779,2,31.8
68807.4056,0.0025098,0.0106104452888846,0.0049557907321168,0.0001487999999999,109.22,12.896,1.0263,22.215,1.1096,2,32.0
70614.44050000001,0.0028401,0.0101049844524335,0.0049557907321168,0.0001053999999999,106.46,12.678,1.0827,22.215,1.1383,2,32.2
72448.844,0.0028175,0.0100950413222986,0.0049557907321168,0.0001028999999999,107.47,12.669,1.089,22.215,1.1674,2,32.4
74340.579,0.0027494,0.0102295178119246,0.0049557907321168,0.0001508999999999,112.45,12.684,1.0798,22.215,1.1974,2,32.6
76279.7472,0.0027072,0.0103242162061427,0.0049557907321168,-0.0001511999999999,119.3,12.689,1.0749,22.215,1.2281,2,32.8
78259.11600000001,0.0026607,0.0102923436730516,0.0049557907321168,-0.0001190999999999,127.74,12.681,1.0832,22.215,1.2594,2,33.0
80237.89259999999,0.0026889,0.0102750764525836,0.0049557907321168,-7.929999999999732e-05,137.49,12.654,1.09,22.215,1.2906,2,33.2
82213.7051,0.0026984,0.0103242185110259,0.0049557907321168,-4.889999999999637e-05,147.6,12.642,1.0898,22.215,1.3217,2,33.4
84220.4616,0.0026701,0.010321279639591,0.0049557907321168,-3.669999999999657e-05,157.12,12.631,1.0951,22.215,1.3532,2,33.6
86241.8777,0.0026583,0.010341712967164,0.0049557907321168,-7.119999999999632e-05,163.89,12.617,1.0979,22.215,1.3849,2,33.8
88299.501,0.002624,0.0104091752608524,0.0049557907321168,-8.779999999999697e-05,166.56,12.616,1.0957,22.215,1.4171,2,34.0
90381.5465,0.0026177,0.0102838120885543,0.0049557907321168,-5.0299999999997286e-05,163.77,12.575,1.114,22.215,1.4497,2,34.2
92476.8675,0.0026106,0.0103248093315233,0.0049557907321168,-6.359999999999751e-05,155.96,12.551,1.1145,22.215,1.4825,2,34.4
94571.3883,0.0026198,0.0101744424882479,0.0049557907321168,-6.419999999999741e-05,144.36,12.483,1.136,22.215,1.5153,2,34.6
96694.584,0.0025947,0.0100650251430407,0.0049557907321168,-7.609999999999727e-05,129.54,12.44,1.1534,22.215,1.5486,2,34.8
98852.445,0.0025598,0.0100245034820594,0.0049557907321168,-4.5399999999996347e-05,113.26,12.406,1.1631,22.215,1.5825,2,35.0
101024.3496,0.0025416,0.0099563529178216,0.0049557907321168,-7.689999999999618e-05,98.29,12.357,1.1761,22.215,1.6167,2,35.2
103188.2064,0.0025652,0.0098933008047868,0.0049557907321168,-0.0001156999999999,87.058,12.3,1.1887,22.215,1.6508,2,35.4
105372.1856,0.0025429,0.0097544323312276,0.0049557907321168,-0.0001231999999999,81.252,12.253,1.2108,22.215,1.6852,2,35.6
107593.3494,0.002479,0.0098648423854142,0.0049557907321168,0.0001264999999999,80.374,12.271,1.2023,22.215,1.7202,2,35.8
109853.3828,0.0024366,0.0098910666334331,0.0138953628545053,4.1199999999997607e-05,84.061,12.263,1.2041,35.733,1.7558,2,36.0
112001.226,0.0026681,0.0096743233042035,0.0138953628545053,-1.7000000000015808e-06,90.801,12.111,1.2364,35.733,1.7895,2,36.2
114185.5044,0.0026064,0.0097695914992684,0.0138953628545053,6.129999999999989e-05,98.458,12.13,1.2297,35.733,1.8237,2,36.4
116427.7968,0.0025412,0.0098526049322093,0.0138953628545053,7.909999999999931e-05,105.43,12.144,1.2246,35.733,1.8588,2,36.6
118681.828,0.0025403,0.0098480169050581,0.0138953628545053,-0.0001260999999999,111.56,12.123,1.2304,35.733,1.894,2,36.8
120952.1566,0.0025157,0.0098323367808529,0.0138953628545053,-9.179999999999692e-05,116.74,12.103,1.2376,35.733,1.9294,2,37.0
123226.3616,0.002542,0.0098215720945054,0.0138953628545053,-8.299999999998287e-06,118.96,12.073,1.2442,35.733,1.9648,2,37.2
125531.9208,0.0025146,0.0098850759894609,0.0138953628545053,1.5500000000002254e-05,117.26,12.073,1.2414,35.733,2.0007,2,37.4
127824.828,0.0025329,0.0098330939461514,0.0138953628545053,1.1400000000002374e-05,112.18,12.016,1.2532,35.733,2.0364,2,37.6
130121.7268,0.0025558,0.0097815719442339,0.0138953628545053,-1.8399999999997168e-05,103.27,11.962,1.2651,35.733,2.0722,2,37.8
132455.92620000002,0.0025271,0.0097623536805591,0.0138953628545053,-1.8999999999967908e-06,91.846,11.93,1.2729,35.733,2.1086,2,38.0
134789.5036,0.0025236,0.0096527938939046,0.0138953628545053,-1.2099999999996352e-05,79.566,11.863,1.2927,35.733,2.1451,2,38.2
137141.14260000002,0.0025127,0.0096512105573831,0.0138953628545053,-6.669999999999765e-05,70.309,11.822,1.2983,35.733,2.1819,2,38.4
139498.17479999998,0.0025208,0.0096512490092178,0.0138953628545053,-8.479999999999745e-05,65.37,11.78,1.3037,35.733,2.2188,2,38.6
141879.3607,0.0024891,0.0096402411109292,0.0138953628545053,-5.509999999999775e-05,65.957,11.757,1.3106,35.733,2.2561,2,38.8
144278.908,0.0024423,0.0097572168384226,0.0138953628545053,-3.279999999999744e-05,71.746,11.778,1.3002,35.733,2.2936,2,39.0
146697.05250000002,0.0024685,0.0098016056222301,0.0138953628545053,-7.639999999999722e-05,78.213,11.741,1.2996,35.733,2.3313,2,39.2
149104.11599999998,0.0024799,0.0097921451538689,0.0138953628545053,-0.0001115999999999,83.641,11.717,1.3062,35.733,2.3688,2,39.4
151533.9756,0.0024444,0.0098236823988247,0.0138953628545053,-9.059999999999808e-05,86.567,11.716,1.3073,35.733,2.4066,2,39.6
153996.9163,0.0023775,0.0099749858166873,0.0138953628545053,7.079999999999953e-05,85.481,11.742,1.2926,35.733,2.4449,2,39.8
