cumulative_penicillin,substrate,RQ,specific_production_rate,substrate_rate,base_flow,DO,OUR,viscosity
3.4588718,-0.45486358,0.3019853,-0.06868339,-0.17971683,0.1883118,0.16335396,0.3029976,1.3746101
-2.4836714,0.5145172,0.016955402,-0.03359943,-0.0017155875,0.04292984,-0.3233506,-0.09785267,-0.9546737
13.304417,0.79965717,0.73416245,0.15587354,0.036470886,0.006623852,0.08284139,0.33701727,1.7298459
9.099149,0.669834,0.22636051,-0.06128483,-0.00089156587,-0.21941698,0.47014558,-0.01013183,1.2198372
10.684243,0.6024815,0.39880598,-0.00785802,-0.010318129,-0.33069026,0.25364816,-0.45191696,1.266463
-5.921089,0.0010204465,0.08097361,-0.24104583,-0.0071190805,-0.0043785693,-0.35281575,-0.07595015,-1.1014334
9.219041,0.042906217,-0.07970931,-0.038447108,-0.044923965,-0.15266953,-0.12690425,0.25132307,1.2211992
4.5250134,0.86289126,0.29771656,-0.14067975,-0.0013322835,-0.0015180515,-0.57069105,-0.14158852,-0.91189635
-11.981326,-0.8041029,-0.38804972,0.07256334,-0.064446405,0.048416726,-0.3433934,-0.08579348,-1.2114122
8.803453,0.066734955,0.20614308,-0.02517463,-0.013190971,-0.1147471,0.18618274,-0.62508005,0.788976
6.438129,0.14191483,0.11974605,-0.06000044,-0.019240052,-0.056421,-0.28377035,0.16607949,0.9680913
11.704058,0.9098043,0.1920441,-0.028713863,-0.022868518,0.22827645,0.21939483,0.6587025,1.3649113
3.7127645,0.34640756,0.20858605,-0.16907382,-0.025546247,-0.31549105,0.2559098,-0.46916682,-0.047236953
1.7723444,0.4682816,0.12635328,-0.4559444,-0.028771212,-0.5162588,-0.18742618,-0.15988253,-0.72160274
-0.9867721,0.38086155,0.22362843,-0.20625447,-0.0037183354,-0.31965718,-0.5137452,-0.058524046,-0.9800401
8.036795,0.1281022,0.07102734,-0.29944658,-0.055718265,0.13709651,0.00078179763,-0.0066871615,0.7440725
-0.810827,0.428935,0.16670334,-0.16979396,-0.009084191,-0.09253642,0.031104626,-0.3012488,-0.8600294
-10.527034,-0.2500164,-0.42064998,-0.27068338,-0.0025021217,0.03729302,0.11332419,-0.03573528,-1.3860108
5.3923006,0.50883466,0.08108049,-0.06162622,-0.022878712,0.030181848,0.2812023,-0.36327848,-0.110542186
5.215518,0.19885431,0.21059673,0.025491346,-0.02283946,-0.03726245,-0.0990356,-0.07669934,0.83863705
1.5747974,0.63145405,0.15816063,-0.007923736,-0.025567321,0.038362395,-0.46878794,0.020776987,-0.75003725
-11.068941,-0.105745964,-0.74929005,-0.0101156635,-0.009626998,0.033131097,0.0686503,0.098029554,-1.7743318
4.9510365,0.20334873,0.28728837,-0.10287504,-0.031025333,0.02470948,0.087073,-0.23966779,0.87245023
14.078951,0.5752069,0.16169494,-0.031323444,-0.0011581194,0.052544363,0.3995729,-0.017643744,1.1445082
-11.209763,-0.11994065,-0.7289943,-0.04415342,-0.0010519547,-0.008995556,0.0060747867,0.10508915,-1.7776748
12.861296,0.4909256,0.6183855,0.017161762,0.0035133474,0.14911689,0.4527129,-0.5395582,1.4074188
12.169878,0.9433229,0.07733519,-0.000704673,0.01304805,-0.07393879,0.19891828,0.39981645,1.3668177
-0.726378,0.34425172,0.06252665,-0.08018883,-0.0035608804,0.0024947166,-0.3241183,-0.16541585,-0.88182044
-0.20595482,0.62615615,0.0929942,-0.22333995,-0.007283722,-0.0038187276,-0.3481923,-0.15940142,-0.915672
-11.988996,-0.41122633,-0.75558364,0.12202926,0.009906145,0.03524824,-0.08429488,0.1553099,-1.8394091
-11.516094,-0.10628079,-0.7473879,-0.04403489,-0.011561391,-0.014243948,-0.026736,0.124640554,-1.8188825
6.204154,0.22425595,0.19470526,-0.036707554,-0.016924359,-0.05417889,0.43788022,-0.39464244,0.8065597
7.3729377,0.315941,0.3234059,0.048774734,-0.017134957,-0.059585378,0.0003446658,-0.08907995,0.65820295
10.486515,0.09284655,-0.11184827,0.016356034,-0.023411129,0.13102384,0.1927525,0.24022067,1.1995194
7.619772,0.26256883,0.3003856,-0.11657883,-0.015571012,0.024292156,0.51817983,-0.51372176,0.64156175
6.584135,0.06276262,0.1597597,-0.17188506,-0.009763949,0.06395825,-0.23793833,-0.19719665,0.73821294
-3.7871387,0.004148428,-0.16505374,0.2224922,-0.038317244,-0.025944805,-0.2513336,0.012749221,-0.95069027
8.504519,0.3251587,0.27128395,0.018859815,-0.004246606,0.09022397,0.26196668,0.37187263,1.3275349
12.952432,0.71853095,0.25006196,0.12845115,0.021796199,-0.08806757,0.2597023,-0.055154458,1.7223659
10.292984,-0.005901977,0.2886398,0.337694,-0.0037045958,0.20323081,0.0040991735,0.6526372,1.455107
-11.960427,-0.92203873,-0.82068866,0.1702317,-0.013910785,-0.08416134,0.079739034,0.14760172,-1.3555347
1.2548487,-1.0835809,0.30144605,0.127474,-0.025274666,0.04366638,-0.007501941,0.092414774,1.0435865
2.6416042,0.061639592,0.23471561,-0.051925033,-0.031272404,-0.020855634,0.15797609,-0.3019093,0.83763725
12.702191,1.2730232,0.36288434,0.18409225,0.0018081666,0.15913996,0.25259507,0.42570806,0.9034744
-6.1851506,-0.044272073,0.23903675,-0.36119753,-0.007410337,-0.23570324,-0.5243742,0.039103728,-1.0533336
3.2381713,0.64950293,0.35927984,-0.038755223,-0.0143463565,-0.011222693,0.16974112,-0.15361075,-0.6005992
11.711542,1.0087239,0.27518877,0.14952357,0.07101167,0.17101729,0.20200767,0.9595443,1.5820199
1.8212609,0.67638916,0.25732413,-0.15865664,-0.015085099,0.06411769,0.074267626,0.003238382,-0.78868294
11.330679,0.15287408,-0.048734553,0.03960556,-0.022127781,-0.53521764,-0.39343444,0.46766436,1.369138
9.043245,0.8825524,0.5664964,0.024691112,0.002089888,0.039704017,0.19484189,-0.48229697,1.1259198
-6.001785,-0.026122222,0.22776714,-0.32869852,-0.005546422,-0.21847296,-0.44377264,0.04952693,-1.0520693
-5.5671477,-0.04507405,0.25689307,-0.33434302,-0.0040422305,-0.15997168,-0.5020929,0.037363905,-1.016747
0.6596527,0.78741926,0.19907461,-0.06635912,-0.011554552,-0.16183574,-0.45645136,0.0448737,-0.7499123
-11.194894,-0.10437927,-0.7251601,-0.089526586,0.0020835428,0.0074723703,-0.1090134,0.11139958,-1.8029538
13.95784,0.91307384,0.15205769,0.26269868,-0.006829312,-0.0997892,0.4648266,0.24669123,1.1116552
-10.910385,-0.10235853,-0.72634125,-0.033266105,0.0067734984,0.019068718,-0.07831209,0.0998878,-1.7900989
4.8931456,-0.64467233,0.38309345,0.24327815,-0.11195088,0.21617973,-0.006133481,0.5187472,1.5039321
-11.130928,-0.11670952,-0.71010983,-0.077062316,0.003845023,-0.06666247,-0.1137028,0.12488139,-1.8234558
-4.6977696,-0.06331114,0.28763032,-0.29227147,-0.011311117,0.019262103,-0.4590371,-0.019999338,-0.9556858
-11.989427,-0.7904407,-0.7024858,0.12470293,-0.01393005,0.046073858,-0.26904497,0.07128048,-1.2341665
1.1595113,-0.5927276,0.27630123,0.48229027,0.008814263,0.046007983,-0.3632449,0.36537224,1.0149223
7.272531,0.35664135,0.59588355,0.13567184,-0.015563141,0.052006166,0.5716598,-0.0133110685,1.1037805
8.49903,0.97148156,0.4377346,0.15044819,0.0013324476,0.03572461,0.103790134,0.3851824,1.2049496
-5.210593,-0.069117084,0.29833058,-0.2386194,-0.009032113,0.0070991106,-0.49089202,-0.021428235,-0.98502654
5.232823,-0.22017355,0.36297515,0.09762865,-0.23557797,0.14031722,0.03347059,0.58666813,1.3455427
9.140391,0.7233337,-0.021647207,0.05611389,0.028669368,0.13625374,0.3729106,0.44025943,1.2897116
-1.0710554,0.35807118,0.22008765,-0.31136256,-0.007824852,-0.11539331,0.011186605,-0.45533863,-0.8985642
11.286014,0.75528926,0.5119951,0.15513018,0.0167712,-0.045719564,0.035382457,-0.6140507,1.4801952
9.59818,0.7697278,0.60348547,0.14199628,0.015737275,0.10445231,0.3392641,0.49696833,1.4455264
6.8563814,-0.33026013,0.45914018,0.4678192,-0.047107276,0.1428291,-0.2632847,0.7621902,1.0307416
-1.272702,-1.1987982,0.31005624,0.102241985,-0.021731723,0.043498985,0.032690536,0.24336275,1.0688324
3.9417374,0.16569442,0.29307574,-0.021605253,-0.021883603,-0.0038960306,0.09521783,-0.046614222,0.8657465
8.281992,0.20179583,0.30934098,0.09933278,-0.012817663,-0.011049136,-0.036231413,-0.12405026,0.8534952
-11.036219,-0.095527306,-0.71483487,-0.046814844,0.002211206,-0.12775931,-0.060692668,0.110213466,-1.8119942
-11.634875,-0.111506954,-0.7248237,-0.044907343,0.00022996815,-0.08835348,0.038453408,0.09784208,-1.8051457
-0.5235117,0.34871238,0.17284177,-0.12360518,-0.005392671,-0.008048458,-0.5298937,-0.008721913,-0.8787954
-12.062954,-0.5931045,-0.73531836,0.17275207,0.007201248,0.043535776,0.16449971,0.04732076,-1.8000954
5.9094825,0.2089336,0.14464228,-0.15579322,-0.014512191,0.093782045,0.22368988,-0.4136495,0.7164596
10.377428,0.87022984,0.39771116,0.109774515,-0.0074062874,-0.024253938,-0.08306884,0.28094244,0.99457645
-10.445439,-0.23388124,-0.34548214,-0.28790596,-0.00025976985,0.016192138,0.06788231,0.016545683,-1.3787274
15.5502405,0.7087006,0.3794166,0.2931747,0.015083801,0.0047087134,0.15268826,0.57028353,1.3043815
3.1528883,0.76478094,0.21466343,-0.095051095,-0.012061422,0.020492263,0.099636376,-0.22470875,-0.5396967
-11.980869,-0.80319345,-0.38871118,0.07322046,-0.06457082,0.046139505,-0.34235936,-0.084872566,-1.2123972
-11.991068,-0.59504133,-0.7255333,0.18040079,0.006352465,-0.026713287,0.11991734,0.047125917,-1.77165
-6.1470513,-0.11175812,0.2970785,-0.2797188,-0.0049958904,-0.15575182,-0.5365004,0.062251266,-1.0677032
7.6422005,0.68781537,0.2794807,-0.17257808,-0.0071905637,-0.26331055,0.056045603,-0.02777278,1.1399285
-4.71578,0.11751875,0.13452587,-0.14713305,-0.010840324,-0.03422222,-0.29518652,-0.05235441,-1.0011284
12.4468355,1.0320283,0.3495003,0.036797743,-0.0048288526,-0.24531022,0.1881892,0.20070036,1.5357294
4.3814406,-0.53787136,0.36270025,0.20102282,-0.051606763,0.22647181,-0.044883884,0.51845723,1.4167185
-10.439467,-0.24140945,-0.3497962,-0.28931314,-0.0021594686,0.0128205605,0.05790002,0.025394663,-1.3930583
-9.558479,-0.23374493,-0.031930815,-0.5849332,6.463376e-05,0.031212136,-0.14507318,0.07351806,-1.392026
-6.3447967,-0.0056995195,0.2157634,-0.53086996,0.0005139784,0.0038173,-0.3055304,0.039417,-1.0641466
-6.7381883,-0.25378504,0.21817292,-0.58388656,-0.0016509383,-0.024738612,-0.12245076,0.024305526,-1.0517751
6.3212748,0.8403332,0.14641857,-0.0022751796,-0.014416716,0.09406468,0.1484602,0.48930237,1.2018931
-11.156927,-0.13217795,-0.7149461,-0.07585895,-0.01021033,0.031775292,-0.03920696,0.12758668,-1.8261168
-10.823276,-0.11949268,-0.71332616,-0.05763567,0.009667796,0.024778333,-0.03803863,0.12315731,-1.7978262
9.547406,0.8421569,0.47593552,0.21383324,0.0058129486,0.15275128,-0.021471336,-0.1627952,1.3023722
7.504528,-0.13509752,0.2888954,0.08184637,-0.24915953,0.069995105,0.19276167,0.58431476,1.2635076
-5.0589366,-0.17128201,0.18442668,-0.21424599,-0.008000334,-0.23146982,-0.3498846,-0.020097654,-0.8980906
-11.807988,-0.60769546,-0.7102889,0.09399908,0.007151164,-0.14068097,0.22443639,-0.06843614,-1.749597
6.5608897,0.3115322,0.1903493,-0.02176052,-0.016712323,-0.25760168,0.086258665,-0.35484743,-0.039389294
6.6003447,0.2715453,0.35460287,-0.14493968,-0.014145988,-0.0055031106,0.2585116,-0.4217469,0.66758144
10.091891,0.20000654,0.37638655,0.1461026,-0.009411013,0.13935369,0.45320985,-0.48224545,0.85495263
-10.745845,-0.112453714,-0.7133968,-0.038931232,-0.0002881409,-0.12864864,-0.009080227,0.097574726,-1.7499161
-11.219906,-0.1192705,-0.728226,-0.0764786,0.012579426,0.045070272,-0.0056425584,0.123858094,-1.7956344
-11.356401,-0.09513655,-0.73737454,-0.0250431,9.160879e-05,0.033040132,0.025918163,0.03577819,-1.7815987
5.0338864,0.27423054,-0.08114434,-0.039621036,-0.024670452,-0.56765264,-0.5304645,-0.19180353,-0.3334506
6.2123866,-0.13558601,0.45087,0.55598885,-0.12837458,0.1613531,-0.06899862,0.849884,1.3490603
-11.273921,-0.10801911,-0.7471214,-0.02029303,0.003041437,0.024513904,0.032431785,0.10343365,-1.805569
7.6057334,0.32292858,0.5626902,-0.08425616,-0.014080925,-0.2300899,0.4779227,-0.0063242116,0.9685351
4.94029,0.10139686,0.22859772,0.014856279,-0.022842491,0.07300285,-0.13941136,-0.016780967,0.70393074
-6.7392883,-0.0026440187,0.057918955,-0.24392512,-0.003725417,0.005999446,-0.34831694,-0.0749749,-1.1253829
-4.2637315,-0.008358201,0.22256051,-0.13389325,-0.005878532,-0.019944789,-0.47108683,0.03217631,-0.92500037
-5.890043,-0.07216166,0.3152032,-0.34295303,-0.004819477,-0.08635966,-0.48806944,0.004313145,-1.0158789
-2.696359,-0.9986675,0.2922714,0.017254526,0.0042584813,0.09984979,0.079356536,0.21726976,0.96021736
15.612714,0.5334025,0.57043105,-0.3518448,-0.021431394,-0.19326852,0.5842406,-0.38098028,1.5342636
8.881352,0.6330689,0.37119365,-0.1108015,0.0064920536,0.09053642,0.16210534,-0.1538447,1.2796223
1.2669903,0.6425837,0.19991738,-0.17845191,-0.02075449,0.0019239438,0.254633,-0.23926838,-0.6010302
7.48263,0.030197943,0.24555509,-0.003227851,-0.003603212,0.085188165,-0.011437381,-0.32138187,0.7635256
-0.52389234,0.53120285,0.01781664,-0.05282342,-0.012834007,0.008939059,-0.1169357,-0.23056734,-0.7882342
-2.984032,0.2626281,0.17884995,-0.30729192,-0.013167377,-0.050415743,-0.5087921,-0.030263793,-1.0266079
-10.818044,-0.1096067,-0.7026019,-0.084344566,0.00921914,-0.03154955,-0.08967977,0.112718076,-1.8065836
-6.8948936,-0.06387851,0.15094522,-0.45483565,-0.0041883285,-0.073919825,-0.27065083,0.06589609,-1.1846219
0.89258003,0.86101806,0.23172359,-0.21793558,-0.019970393,0.010979166,0.21340652,-0.123996615,-0.5715578
-10.682933,-0.22128834,-0.38334137,-0.3058769,0.0015671101,0.002460242,0.05336568,-0.008063728,-1.3951647
7.3167505,0.04054391,-0.0630396,-0.078824855,-0.035131004,0.10558408,-0.022651736,0.27349794,1.1280661
11.054989,0.2091052,0.38057202,0.10336734,-0.006074818,0.16294698,-0.014747913,0.008268909,0.6796923
-9.01743,-0.21151216,-0.04261317,-0.5596219,0.00443854,0.033222795,-0.005515748,0.05290112,-1.3615364
6.5347457,0.3359272,0.26549804,-0.106630914,-0.022297341,0.06115997,0.15833393,-0.3843627,-0.05509725
4.0088058,0.33687767,0.253009,-0.032605253,-0.022544423,0.20684981,0.1549902,-0.07647849,0.049225472
9.782432,0.31429005,0.3439908,0.46207333,-0.031144101,0.32053,-0.45445558,0.7562774,1.1109738
-5.283654,0.15774173,-0.03425508,-0.12516524,-0.007361628,-0.012383503,-0.38831687,-0.09165399,-1.1783544
10.47412,0.60997635,0.41107064,-0.07118375,-0.019510724,-0.13595636,0.413381,-0.5389739,1.484013
12.136948,0.27508953,0.28958943,0.17517711,-0.16375671,0.17447704,0.029633654,0.5757466,1.2831464
-6.565077,-0.044296544,0.21159092,-0.3690355,-0.0075517376,-0.24429715,-0.5215336,0.056963645,-1.0695682
-11.9851055,-0.79892766,-0.67364526,0.12376724,-0.06639487,0.048668936,-0.25652742,0.06649644,-1.215879
-4.9876823,0.0015203863,0.25087965,-0.36036634,-0.0074865688,-0.02058972,-0.32225475,0.024399882,-0.93332
-9.212091,-0.21917997,-0.25768495,-0.18550429,-0.0012128056,0.02164468,-0.23580258,0.04606253,-1.3731997
13.729039,-0.012785076,0.35878924,0.48527712,0.117153816,0.091248214,-1.5888065,0.4405375,1.0484567
6.515242,0.334544,0.35792565,-0.08781963,-0.0151582025,-0.00014618441,0.26355,-0.31726193,0.711145
4.6166472,0.7718724,0.26751158,-0.042624917,-0.014510438,0.028453799,0.3230386,-0.25312573,-0.59880424
5.260766,0.7772492,0.36454874,-0.023402847,-0.009318664,-0.18615171,0.12623994,-0.22607532,-0.6704723
-8.790955,-0.0632049,0.2774776,-0.993653,0.0006391549,-0.055675577,-0.08279426,0.054449186,-1.1865351
-11.805678,-0.6000061,-0.70276684,0.091781646,0.007592916,-0.14116366,0.2269673,-0.07118381,-1.7637874
13.708182,0.71523476,0.042076256,-0.014472609,0.03746394,-0.06327239,0.36027005,0.57682717,1.481784
6.7952824,0.26204023,0.06491651,-0.14545667,-0.015490383,0.08496173,0.25210094,0.20990056,1.2013315
-0.5154291,0.592928,0.026342086,-0.17723791,-0.009439417,0.050660755,-0.43409172,-0.114626385,-0.9354512
-11.98666,-0.8027296,-0.38785404,0.07492131,-0.07607756,0.048633464,-0.33861178,-0.093711734,-1.1954609
0.98801285,0.56085515,0.2253473,-0.10758353,-0.022868209,0.011813796,-0.55283743,-0.17197236,-0.72596234
-0.75762653,-1.0279003,0.33838436,0.07832179,-0.12373533,0.046277363,0.062020794,0.24436092,1.130531
3.129385,-0.71683353,0.27491587,-0.11029294,-0.0035755157,0.1477414,-0.19663629,0.29234517,1.322478
-12.042057,-0.57959676,-0.69428974,0.18261044,-0.037190974,0.04194266,0.10038327,0.07214407,-1.8040035
-1.9720109,0.5644377,-0.007846494,-0.1467105,-0.00062565395,0.024956107,-0.23876356,-0.10943547,-0.98946935
3.439606,-0.44955364,0.29199168,-0.06310715,-0.18672815,0.18732147,0.15139605,0.2755033,1.3670027
2.3646283,0.6541934,0.05655918,0.026820097,-0.019838093,-0.013449808,0.079812706,-0.24925154,-0.7966099
2.0564306,0.68081456,0.101488344,-0.01926282,-0.024037134,-0.060377747,0.12556672,-0.055724755,-0.6829441
-4.672022,0.054045774,0.2356052,-0.28266153,-0.012332955,0.014702046,-0.5143971,0.023478333,-0.97706366
-11.809272,-0.43296957,0.19351795,-0.046554778,-0.14222886,0.052546397,-0.76879483,-0.47626182,-1.3310688
-2.3925407,0.4050994,0.011034975,-0.112565435,-0.002411869,0.035844535,-0.3234707,-0.053502373,-0.9575516
-3.9385326,-0.012964717,-0.15375617,0.1016015,-0.053838562,-0.4056596,-0.2912142,-0.03099407,-0.96511775
10.467886,0.23835692,0.3627411,0.16193068,-0.01166022,0.13232103,0.4288793,-0.44573823,0.7653564
14.399274,0.96461374,0.290937,0.31562257,0.016153364,0.275719,-0.03098927,0.43108675,1.2786859
4.010645,-0.5105255,0.32655752,0.09814423,0.0016892753,0.4087799,-0.18713786,0.6750705,1.2739968
9.63375,0.17299639,0.39846942,0.06421857,-0.010550526,0.109764405,0.41320223,-0.48028803,0.6593935
8.923677,0.8388866,0.4716467,0.004478949,0.0013095278,-0.13015725,0.23758815,-0.257266,1.1825864
-0.4456564,0.41201928,0.2356422,-0.12643102,-0.008626267,0.047798622,-0.5224047,-0.08171615,-0.9060767
-10.882969,-0.104098864,-0.7335923,-0.025338579,0.00646564,-0.031228628,0.08817055,0.05904443,-1.7645628
4.1978197,0.40969592,0.23050062,-0.2048983,-0.022053864,-0.052366372,0.32721913,-0.41094795,0.016021341
-11.978149,-0.75829995,-0.7050058,0.13158524,-0.017964141,0.03612934,-0.26219,0.15152515,-1.355068
7.176507,0.22995073,0.33298692,0.06791271,-0.01465337,0.0021217505,0.2588639,-0.39208937,0.9322869
9.107808,0.8633339,0.39626828,0.059197746,-0.0016246187,-0.35710657,-0.062237777,-0.13762781,0.6611098
8.675003,0.08677769,-0.11962838,0.01013138,-0.0019561304,0.13461225,-0.01938324,0.53057194,1.1835189
7.5690904,0.34846258,0.02886277,0.0948797,0.0150437495,0.121251844,-0.4840071,0.59920245,1.1913614
4.401863,-0.5481464,0.3137557,0.31703144,-0.07234974,0.18768063,-0.47258914,0.5296689,1.1402448
-3.6389008,0.07238921,0.034282543,-0.0889926,-0.030332457,-0.40097052,-0.33207965,-0.060906965,-0.9421166
9.219951,0.29543203,0.51328003,0.08059276,-0.014408477,0.108589694,0.45923212,-0.20100236,1.349282
-8.4898405,-0.10268905,-0.31351525,-0.3364904,-0.0027875945,-0.074597746,0.054017268,-0.04125625,-1.2535276
-2.567629,0.45655262,0.0039913617,-0.048090167,-0.0052351374,0.05912008,-0.34420317,-0.092745155,-0.91678846
3.1606371,0.32144248,0.266955,-0.24126138,-0.026333416,0.013174699,0.15439141,-0.050227534,-0.016910976
-4.3061376,0.045407504,-0.4362823,0.029646553,-0.004782132,-0.06696801,0.16640112,-0.06031398,-0.90647644
6.0223985,0.30101356,0.065903045,0.0004550152,-0.028426398,-0.26760837,-0.6289938,0.49314573,1.3209543
3.9687526,0.32850578,0.11707958,-0.029139789,-0.025169402,-0.14744055,-0.14471114,-0.17743436,0.022490138
1.3341253,0.5089524,0.26706886,-0.050355375,-0.017016344,0.06340722,-0.15633906,-0.039051987,-0.61376727
10.41589,0.1372574,0.024402484,0.045180567,-0.02372671,0.13040942,-0.027076725,0.47453356,1.3953314
-12.082178,-0.8870552,-0.8320218,0.16578303,-0.011705069,0.044757996,0.059955765,0.15291665,-1.3674672
2.8625798,0.64075774,0.2631561,-0.10483552,-0.015159968,0.030694297,0.08294101,-0.0779743,-0.5728147
-12.071845,-0.55671185,-0.8992984,-0.047157627,-0.010170404,0.017041128,0.009342335,0.16967954,-1.360367
9.079233,0.5141807,0.24682325,-0.012284129,-0.02887784,-0.13673104,0.053991493,0.38900766,1.1071911
-0.39332414,0.51506287,0.31885827,-0.22794858,-0.014189392,0.008643613,0.16794191,0.0006566054,-0.89403945
0.04280488,0.38423964,0.26304054,-0.024156773,-0.013557005,0.03619403,-0.47896257,-0.10121076,-0.82449245
-6.566299,-0.031219041,0.18960027,-0.5540422,-0.0052723945,-0.09302689,-0.3231458,0.049150135,-1.1120195
5.2520714,0.3160725,0.3339579,-0.03793253,-0.026377335,-0.10707975,0.16625935,-0.1879167,-0.083273694
12.792701,0.6851494,0.35280094,0.0933366,-0.010701246,-0.67983776,-0.65538484,0.491812,1.4369518
10.682849,0.6790137,0.5806896,0.13032942,-0.002879699,0.14368239,0.2989843,-0.21050198,0.8438944
